date,day,pm2.5,pm10,o3,no2,co,so2
2023-09-02,245,14.953239,17.464937,10.652436,17.211722,8.064650,4.613349
2023-09-03,246,19.703444,30.673183,9.214578,18.274713,9.917831,3.849569
2023-09-04,247,17.002424,29.872380,9.319597,25.059719,10.010444,2.441822
2023-09-05,248,16.222860,33.934900,6.587948,27.610233,11.712238,2.255221
2023-09-06,249,15.300802,21.506250,7.868155,18.033743,10.012783,4.497411
2023-09-07,250,11.701743,14.652211,8.159451,10.398834,8.785818,4.038338
2023-09-08,251,11.816170,12.892196,10.059049,17.998700,9.628679,3.866178
2023-09-09,252,15.577166,17.927540,11.060649,20.521049,10.579055,4.543321
2023-09-10,253,21.155502,31.220994,9.019790,22.576703,9.169090,3.439548
2023-09-11,254,15.068391,31.771911,8.132219,20.051535,9.275670,2.217324
2023-09-12,255,12.862716,32.219343,7.762967,23.759311,9.595777,2.823042
